Name,Salary,DOJ,Age,Gender,Dependents,HA,COLA,CPF,Gross Salary,Insurance,Marital Status,In Company Years,Year of Experience,Department,Position
wUpsBolC,92808.9,3/1/2021,37,Female,3,3859.1100000000006,21903.80364963503,13765.52444,104806.2892116788,None,Married,3,16,IT,QA Lead
ODsKBtBN,78719.94,9/25/2023,34,Female,3,7301.005999999999,18578.67197080292,11675.833436496348,92923.78453430656,None,Married,0,13,Sales,Senior Executive
RobgEtci,70925.01,7/6/2020,25,Other,0,10737.499,16738.99262773722,10519.680315328464,87881.82131240875,Both,Single,4,4,Human Resources,HR Associate
ECVYNMmw,118294.98,5/11/1998,55,Male,3,8397.502,27918.766569343057,17545.649588321165,137065.59898102187,Life,Married,26,34,Sales,National Sales Manager
IoVdvxSW,117478.76,1/4/2022,52,Female,3,8028.124,27726.130705596097,17424.58688467153,135808.42782092455,Medical,Married,2,31,Marketing,National Marketing Manager
pyuuUobe,77771.93,2/12/2018,42,Other,1,5433.807000000001,18354.93238442821,11535.223486131385,90025.44589829684,Medical,Married,6,21,Sales,Regional Sales Manager
SWuRzySc,40241.34,3/28/2022,24,Other,1,8775.866,9497.347883211676,5968.642546,52545.91133722627,None,Married,2,3,Human Resources,HR Representative
ferqnNVR,125222.95,9/9/2020,59,Male,2,12100.705,29553.83491484184,18573.21418978102,148304.2757250608,Life,Widowed,3,38,Human Resources,Recruitment Manager
fVAyuCbo,60837.38,4/19/2018,31,Other,2,11084.262,14358.213771289533,9023.471252554742,77256.38451873479,Both,Married,6,10,Marketing,Marketing Associate
KvSIJgso,134478.86,11/21/1998,56,Female,2,6676.114000000001,31738.319756690984,19946.06157080292,152947.23218588808,None,Married,25,35,Sales,Sales Director
vfMwVLqo,120591.27,3/7/2009,48,Other,4,10080.873,28460.713357664223,17886.238002919705,141246.61835474454,Life,Married,15,27,IT,IT Manager
SMcQiaXs,19709.76,1/9/2024,22,Other,0,5980.024,4651.695182,2923.374621897809,27418.104560583943,Medical,Single,0,1,Finance,Account Representative
UWzxsWrT,141419.93,10/19/2007,49,Female,1,4169.007,33376.47982968369,20975.56917956204,157989.84765012166,Both,Married,16,28,Marketing,Marketing Director
exSsdAmh,126028.95,6/25/1994,56,Female,1,12277.105,29744.05875912408,18692.76105109489,149357.35270802918,None,Married,30,35,IT,Technical Lead
BroSKrDj,139821.3,9/9/1997,54,Other,2,6971.870000000001,32999.187591240865,20738.45851,159053.89908029194,Life,Widowed,26,33,IT,Technical Lead
gDBZRWZH,143138.47,2/26/2006,53,Male,3,8563.152999999998,33782.07199513381,21230.465039416056,164253.22995571775,None,Married,18,32,Finance,National Account Head
oCdHdUQZ,140902.48,2/18/1996,55,Male,2,8544.751999999999,33254.35659367396,20898.820391240875,161802.7682024331,None,Widowed,28,34,IT,Technical Lead
LCCADzFN,115880,5/16/2007,53,Male,1,12026,27348.80778588807,17187.45693430657,138067.35085158152,Medical,Divorced,17,32,IT,Technical Lead
qkDqMmva,50272.39,7/24/2019,28,Male,4,7830.760999999999,11864.77330900243,7456.459597080291,62511.46471192213,None,Married,4,7,IT,QA Engineer II
UQDEAaim,85695.54,5/22/2021,36,Female,3,9192.446,20224.981459854007,12710.46257518248,102402.50488467152,None,Married,3,15,Human Resources,Senior HR
WblJTjKQ,54536.79,6/1/2023,25,Other,0,5682.321,12871.213211678829,8088.960385,65001.363826277375,Medical,Single,1,4,IT,Software Engineer II
gsRMzzsx,76696.1,12/18/2014,40,Other,2,5834.389999999999,18101.026034063256,11375.65512408759,89255.86090997567,Life,Married,9,19,Finance,Senior Account Executive
TYOMvBvV,115298.73,10/16/2018,60,Female,3,11519.127,27211.622408759114,17101.242289051093,136928.2371,Medical,Married,5,39,Sales,National Sales Manager
EApfgpoe,123257.41,10/25/2010,57,Female,3,11435.258999999998,29089.94834549877,18281.683001459853,145500.9343440389,Life,Married,13,36,Marketing,Marketing Director
DFBDyiqi,148573.04,5/17/2006,47,Female,1,4501.695999999998,35064.683406326025,22036.52680875912,166102.8925975669,None,Divorced,18,26,Finance,National Account Head
KqAOaRRf,37265.59,1/23/2021,24,Other,1,8326.441,8795.041922141116,5527.275830656933,48859.79709148418,Life,Married,3,3,Marketing,Marketing Development Representative
GVZDFYdI,95356.76,1/10/2017,40,Other,4,4460.3240000000005,22505.123406326027,14143.426008759125,108178.7813975669,None,Married,7,19,IT,QA Lead
VIEqivYl,131694.57,6/14/2010,59,Female,2,11326.542999999998,31081.20021897809,19533.092426277373,154569.22079270074,None,Divorced,14,38,IT,Technical Lead
aDBOalFZ,70431.36,7/25/2020,27,Male,4,8820.864,16622.48642335766,10446.46157080292,85428.24885255475,Both,Married,3,6,Marketing,Marketing Representative
bAfCXcrG,57584.48,10/4/2020,27,Other,0,5136.552,13590.497712895374,8540.997325547445,67770.53238734794,Both,Single,3,6,Finance,Account Executive
fiFXIoWp,96243.68,10/17/2010,35,Other,4,4316.632,22714.445158150844,14274.97502,108999.78213917272,None,Married,13,14,IT,Software Engineer III
EmoPGfIG,139148.5,7/18/2014,47,Male,2,9445.15,32840.40024330899,20638.66802919708,160795.38221411192,Medical,Married,10,26,Finance,Account Director
PxNzNOjD,143032.84,5/19/1998,47,Female,3,8178.716,33757.142287104616,21214.797874452557,163753.90041265206,None,Divorced,26,26,Finance,National Account Head
TDIeBkcY,79430.27,5/13/2008,42,Female,2,5875.972999999999,18746.316763990264,11781.190411678832,92271.36935231143,Both,Married,16,21,Finance,Regional Account Head
EtVLTaRq,108324.2,5/23/2016,39,Other,3,12843.58,25565.565450121645,16066.771854014594,130666.57359610705,None,Divorced,8,18,IT,Software Engineer III
UxxcYXMS,105501.27,6/6/2020,32,Other,2,10824.873,24899.32649635036,15648.071579562044,125577.39791678834,Both,Divorced,4,11,IT,QA Lead
RjUOpdfg,90202.66,4/14/2012,38,Other,4,7689.733999999999,21288.70564476885,13378.963877372262,105802.1357673966,Life,Married,12,17,IT,Software Engineer III
slCYfEyS,149199.38,1/20/1993,52,Female,3,8875.061999999998,35212.50574209245,22129.42628905109,171157.52145304135,Life,Married,31,31,IT,IT Manager
qlyJpMPF,83713.03,2/15/2014,35,Female,1,6772.697,19757.089805352796,12416.414376642337,97826.40242871044,None,Married,10,14,IT,Software Engineer III
PvTEukIQ,122716.55,3/21/2008,53,Female,3,12587.345,28962.30012165449,18201.46201459854,146064.73310705594,Life,Married,16,32,Sales,Sales Director
apQaRgan,104091.21,2/23/2008,43,Other,2,12744.879,24566.53861313868,15438.929833576642,125963.69777956206,None,Married,16,22,Human Resources,ERP Head
RNfxWVTa,133556.97,10/22/2012,56,Female,3,9803.303,31520.74474452554,19809.325769343064,155071.69197518245,Medical,Married,11,35,IT,IT Manager
SXFEwtSz,109429.43,5/22/2012,42,Male,4,13997.057,25826.410486617995,16230.70085839416,133022.19662822384,None,Married,12,21,Marketing,Senior Marketing Executive
VvMfrtjW,58936.35,9/23/2015,30,Female,0,5096.365,13909.552189781018,8741.508262773721,69200.75893,Both,Single,8,9,Marketing,Marketing Associate
qMHpaHvo,41453.9,8/10/2023,24,Other,0,8571.61,9783.523844282236,6148.490861313869,53660.54298296837,Both,Single,0,3,Sales,Sales Development Representative
pmCREKsZ,96976.89,11/4/2017,38,Male,2,6536.311,22887.48985401459,14383.725582481751,112016.96527153284,Medical,Divorced,6,17,Finance,Regional Account Head
UROhaeqv,109655.33,8/14/2007,43,Male,4,10407.467,25879.725085158145,16264.206610218978,129678.31547493918,None,Married,16,22,Human Resources,ERP Head
RiCimZIv,95596.71,9/6/2008,42,Female,4,3458.329,22561.753941605835,14179.015672992702,107437.77726861316,Both,Married,15,21,Finance,Senior Account Executive
DKmeKygg,136320.31,12/21/2010,50,Other,2,11155.969,32172.91987834549,20219.187585401454,159430.01129294402,Life,Divorced,13,29,Finance,National Account Head
NswKAvIU,51078.46,1/26/2022,30,Female,0,4930.154,12055.013673965934,7576.016840875912,60487.61083309002,None,Single,2,9,Finance,Account Associate
srssjJaq,132488.96,1/19/2014,55,Male,2,5818.103999999999,31268.68399026763,19650.917278832112,149924.8307114355,Both,Married,10,34,Finance,National Account Head
alQtgMrw,53171.75,3/23/2022,26,Male,4,4918.825,12549.050486618002,7886.496058394159,62753.12942822384,None,Married,2,5,IT,Software Engineer II
EnchGfkn,105250.92,10/18/2023,46,Female,2,10887.908,24840.24145985401,15610.93937518248,125368.13008467152,Both,Married,0,25,Finance,Regional Account Head
mfkbRxnd,117613.22,6/15/2019,52,Female,3,7719.678,27757.86457420924,17444.53014890511,135646.23242530413,Medical,Married,5,31,Marketing,National Marketing Manager
cAuqRgfm,37658.78,8/6/2023,24,Male,0,8002.121999999999,8887.838588807783,5585.594230656933,48963.14635815085,None,Single,0,3,IT,QA Engineer I
trCLWMZt,90977.19,2/10/2020,38,Female,2,8465.280999999999,21471.50226277372,13493.843071532849,107420.13019124088,Medical,Married,4,17,IT,Software Engineer III
Rfpdvqgg,92546.43,5/20/2017,39,Other,1,6149.357,21841.858175182475,13726.594581021896,106811.05059416057,Medical,Divorced,7,18,IT,QA Lead
dnvhRldy,58291.15,4/7/2024,28,Male,4,5300.884999999999,13757.278710462284,8645.811445255475,68703.50226520681,None,Married,0,7,Sales,Sales Representative
SCfiqHhb,82023.72,3/5/2014,35,Male,4,5348.627999999999,19358.39620437956,12165.853944525546,94564.89025985402,Life,Married,10,14,Marketing,Regional Marketing Manager
pEqLEaiu,127021.09,2/2/2013,54,Female,4,11449.891,29978.213454987825,18839.916414598538,149609.2780403893,Both,Married,11,33,IT,IT Manager
saKhWohf,78650.84,8/5/2011,37,Male,2,8554.916000000001,18562.36369829683,11665.584443795618,94102.53525,Life,Married,12,16,Human Resources,Senior HR
NeqdtmFw,111906.03,7/26/2010,53,Female,4,11896.397,26410.91218978101,16598.033062773724,133615.3061270073,Life,Married,13,32,Finance,National Account Head
YZjlpHUf,138345.91,12/15/1997,53,Other,2,5532.409,32650.981192214105,20519.62694306569,156009.6732491484,None,Married,26,32,Marketing,Marketing Director
nWIXSTSD,112894.19,12/5/2004,55,Female,4,10079.580999999998,26644.12756690997,16744.598108029197,132873.30045888078,None,Married,19,34,Sales,Sales Director
NRweWfpB,112866.03,10/18/2001,53,Male,3,7934.396999999999,26637.48153284671,16740.421383941604,130697.48714890511,None,Married,22,32,Sales,Sales Director
xAQEiHqK,88536.72,5/2/2015,32,Male,4,8835.328,20895.52759124087,13131.869710948904,105135.70588029196,Medical,Married,9,11,Human Resources,Senior HR
WyNgbbXQ,143837.43,7/19/2014,48,Female,1,6160.257,33947.03335766422,21334.135602919705,162610.58475474452,Life,Married,9,27,Marketing,National Marketing Manager
rcZmZNAg,97688.19,6/23/2005,42,Other,3,5335.180999999999,23055.36357664233,14489.22642919708,111589.50814744525,Life,Divorced,19,21,IT,QA Lead
czwQPvZX,76432.27,2/7/2012,41,Other,3,10076.773,18038.75958637469,11336.523550364964,93211.27903600971,Life,Divorced,12,20,Human Resources,Senior HR
UwWVijiN,133994.15,4/22/2007,49,Other,4,7269.584999999999,31623.923479318724,19874.168817518246,153013.48966180047,None,Married,17,28,IT,Technical Lead
PXAvFBQD,68466.44,3/24/2020,25,Female,1,7453.356,16158.746180048658,10155.02234160584,81923.51983844282,None,Married,4,4,IT,Software Engineer II
ghiteurd,81528.17,8/22/2020,33,Other,3,7873.183,19241.44158150851,12092.35338978102,96550.44119172748,None,Divorced,3,12,Human Resources,Senior HR
QiAFitke,116346.63,5/8/1993,53,Other,2,10819.337,27458.937007299264,17256.668040875913,137368.23596642335,None,Widowed,31,32,Finance,National Account Head
kOMBIxVB,65986.89,12/14/2022,25,Male,1,10454.311,15573.54824817518,9787.25259,82227.49665839416,Life,Married,1,4,Marketing,Marketing Representative
doUQVgRD,112296.16,9/6/2000,54,Other,2,10183.383999999998,26502.98666666666,16655.8976,132326.63306666666,None,Widowed,23,33,IT,Technical Lead
gQbRNxpt,114662.1,12/21/2021,47,Male,3,10174.79,27061.371532846708,17006.816583941603,134891.44494890512,None,Divorced,2,26,IT,Technical Lead
lNItNCYD,57459.71,1/13/2022,26,Other,0,6346.029,13561.050778588804,8522.491293430656,68844.29848515816,None,Single,2,5,Marketing,Marketing Associate
kgFqYsbt,75245.05,10/19/2022,34,Female,2,10409.495,17758.564111922136,11160.433693430658,92252.67541849148,Both,Married,1,13,Finance,Senior Account Executive
MTMozWVc,146981.12,7/26/1996,54,Other,4,10074.888,34688.974793187335,21800.41137518248,169944.57141800487,Both,Married,27,33,Sales,National Sales Manager
MIssFXAJ,129378.27,9/15/2014,54,Other,1,8310.172999999999,30534.53088,19189.53610510949,149033.4377708029,Both,Married,9,33,Marketing,National Marketing Manager
TeXKtwKQ,95183.11,12/4/2010,39,Male,4,4825.689,22464.14032,14117.670037956204,108355.26927834548,None,Married,13,18,Human Resources,Senior HR
RlSEZeRP,86943.72,2/13/2004,43,Other,4,8280.627999999999,20519.56408759124,12895.594090510947,102848.31799708027,Both,Married,20,22,Human Resources,ERP Head
BHSIZYPY,51047.89,7/9/2013,31,Male,1,4990.210999999999,12047.798856447684,7571.482662773722,60514.41719367396,Both,Divorced,11,10,IT,QA Engineer II
eaKQrblu,115307.15,8/4/1993,59,Other,2,7548.285,27213.609610705586,17102.491153284667,132966.5534574209,None,Married,30,38,IT,IT Manager
tyqvqODJ,149690.71,12/23/2023,50,Other,2,6498.929,35328.46440389293,22202.30092846715,169315.80247542576,Both,Married,0,29,IT,IT Manager
SfoLZawD,129498.35,6/7/2000,50,Female,4,8834.164999999999,30562.870924574203,19207.346510948904,149688.03941362532,None,Married,24,29,Sales,National Sales Manager
BJpAIzxf,69307.58,6/18/2018,28,Female,2,8555.241999999998,16357.26340632603,10279.781208759125,83940.3042,Life,Married,6,7,Sales,Sales Representative
cHOwYXzX,143311.12,7/28/1997,54,Female,4,8087.887999999999,33822.81907542578,21256.072689051096,163965.75438637467,None,Married,26,33,IT,Technical Lead
azQxbZxE,45478.15,12/2/2022,29,Female,0,8154.184999999999,10733.286009732356,6745.372321167883,57620.24868856448,Both,Single,1,8,IT,Software Engineer II
rgORgvEK,131770.68,4/16/2000,47,Male,1,5787.932000000001,31099.16291970802,19544.38115036496,149113.39376934306,Medical,Married,24,26,Marketing,National Marketing Manager
xalHHZbM,118231.76,8/8/1994,54,Female,2,7615.824,27903.84603406325,17536.272724087587,136215.15730997568,Life,Married,29,33,IT,Technical Lead
fMRhaVvh,53452.85,10/3/2016,29,Other,1,5378.715,12615.392822384423,7928.189139,63518.76868,None,Married,7,8,Sales,Sales Representative
NEgePQgn,137820.42,1/7/1995,59,Other,3,6828.957999999999,32526.96044,20441.685652554745,156734.6527854015,Life,Married,29,38,Sales,Sales Director
cBacxgFx,126430.27,8/16/2018,53,Other,4,10383.972999999998,29838.774184914837,18752.285302189783,147900.73188272506,None,Married,5,32,Human Resources,Recruitment Manager
eQRxqJuX,134541.39,7/8/2017,54,Other,3,7511.860999999997,31753.07744525547,19955.33609343066,153850.99235182485,None,Married,7,33,Human Resources,Recruitment Manager
nfulWJPZ,48933.43,6/9/2023,25,Female,0,7664.657,11548.765717761557,7257.863486131387,60888.98923163018,Medical,Single,1,4,Sales,Sales Representative
waRiXdJa,83505.9,1/6/2016,41,Female,4,7645.41,19708.205109489045,12385.692613138684,98473.82249635036,Medical,Married,8,20,Finance,Senior Account Executive
BwkekHXh,15686.72,2/7/2023,24,Male,0,6405.328,3702.2185888077847,2326.672630656934,23467.59395815085,Life,Single,1,3,Sales,Business Development Representative
gFTHICOi,62579.17,10/18/2023,28,Other,1,8430.082999999999,14769.293163017028,9281.815579562044,76496.73058345498,Medical,Married,0,7,IT,Software Engineer II
prpSXJBh,147026.64,3/27/1999,55,Other,2,8088.335999999997,34699.717956204375,21807.162954744526,168007.5310014599,Medical,Widowed,25,34,Sales,Sales Director
mNWPWGPP,106580.11,7/20/2022,34,Female,1,11491.989,25153.943236009727,15808.086388321166,127417.95584768856,Medical,Married,1,13,Sales,Regional Sales Manager
AwmGgsFR,106299.21,2/5/2008,46,Male,4,10496.078999999998,25087.64810218977,15766.422972262772,126116.5141,None,Married,16,25,Human Resources,Senior HR
fuWUYyfd,77486.08,5/20/2000,46,Other,1,9945.392,18287.469002433085,11492.82588029197,94226.11512214111,Life,Divorced,24,25,Sales,Regional Sales Manager
znsWEQTw,129119.81,1/11/2005,47,Male,1,9383.019,30473.53180048661,19151.201016058392,149825.15978442822,Both,Widowed,19,26,Finance,Account Director
ESLUOYGk,122108.45,9/23/2008,51,Other,1,10889.155,28818.78260340632,18111.267912408755,143705.11969099756,Both,Divorced,15,30,Marketing,Marketing Director
lWmwimlV,63869.42,9/10/2021,28,Female,0,7375.058,15073.804720194645,9473.186966423356,76845.09575,None,Single,2,7,Finance,Account Associate
RMQevVwX,147862.35,5/13/2011,49,Male,1,7045.764999999999,34896.95364963503,21931.116437956203,167873.9522116788,Both,Married,13,28,Human Resources,Recruitment Manager
JvenOtDp,67352.63,5/14/2024,27,Other,0,6758.736999999999,15895.87618004866,9989.820742,80017.42243844281,Life,Single,0,6,IT,QA Engineer II
IMYhhoNJ,70375.07,3/11/2020,27,Male,2,7184.492999999999,16609.20143552311,10438.112572262771,83730.65186326034,Life,Married,4,6,Sales,Sales Executive
mRmLmVQg,111679.22,1/28/2023,51,Female,4,10387.078,26357.38282238442,16564.392338686128,131859.2884836983,Both,Married,1,30,Sales,Sales Director
biimXSSL,96595.87,1/26/2021,44,Other,4,4939.4130000000005,22797.565425790748,14327.212251094888,110005.63617469586,Life,Married,3,23,Human Resources,Senior HR
qhwoKGjK,108328.87,3/21/2018,36,Other,4,8010.112999999999,25566.66761557177,16067.46451386861,125838.18610170316,None,Married,6,15,IT,QA Lead
NxgYziuF,125943.79,4/28/2004,57,Male,3,8012.620999999999,29723.96017031629,18680.130020437955,145000.24114987833,Medical,Divorced,20,36,Sales,National Sales Manager
fEvfvarV,25429.44,2/20/2024,22,Other,0,6068.0560000000005,6001.595328467151,3771.724239416058,33727.36708905109,Both,Single,0,1,Human Resources,HR Representative
dcNihPOK,122976.02,9/12/2022,50,Other,4,10310.398,29023.537566909967,18239.94691,144070.00865888078,None,Married,1,29,IT,IT Manager
qKnAEDlA,126006.57,9/10/2017,47,Other,4,10038.343,29738.77686131386,18689.441623357663,147094.2482379562,None,Married,6,26,Finance,National Account Head
oJCAQlCs,64887.9,3/5/2021,27,Other,0,6777.209999999999,15314.175912408757,9624.249109489052,77355.0368,Life,Single,3,6,Finance,Account Associate
MZXPfkzu,123353.17,8/28/2023,48,Male,3,10896.683,29112.54863746958,18295.88623649635,145066.51540097324,Both,Married,0,27,Sales,National Sales Manager
FRnxVMxh,44988.19,12/8/2023,21,Other,0,6493.181,10617.650681265204,6672.700881751825,55426.320799513385,Medical,Single,0,0,Marketing,Marketing Development Representative
jkiAHjRH,149896.88,10/8/2023,54,Female,4,3808.311999999998,35377.12253041362,22232.880303649632,166849.4342,Medical,Married,0,33,Finance,Account Director
sbOYEzXj,58453.23,10/25/2018,26,Male,2,6505.677,13795.531167883208,8669.851340145984,70084.58682773724,Both,Married,5,5,IT,QA Engineer II
oYskmaKw,140749.13,4/4/2014,47,Other,1,6616.087,33218.16450121654,20876.075340145988,159707.30616107056,None,Widowed,10,26,Human Resources,HR Director
